id,drawing_name,product_category,status,upload_date,created_at,company_name,country,notes,month,day_of_week
229,a5649 - d026a5649cb89f994f89cc36a81d8119,未分类,pending,2025-10-30 17:38:24.890130,2025-11-05 03:05:37,,,文件大小: 0.06MB,2025-10,Thursday
242,天丰报价,未分类,pending,2025-10-30 15:42:25.450321,2025-11-05 03:05:37,,,文件大小: 0.09MB,2025-10,Thursday
236,MVIMG_20251017_110714,未分类,pending,2025-10-30 15:41:08.395875,2025-11-05 03:05:37,,,文件大小: 6.61MB,2025-10,Thursday
270,SAP15490 - SAP15490 阳昶精密报价单,未分类,pending,2025-10-30 15:05:00.312027,2025-11-05 03:05:37,,,文件大小: 0.08MB,2025-10,Thursday
230,2025.10.28_WG Range with Photos Fasteners,未分类,pending,2025-10-30 08:45:10.037889,2025-11-05 03:05:37,,,文件大小: 1.43MB,2025-10,Thursday
271,00.066.243 (1)_副本,未分类,pending,2025-10-29 16:18:41.598198,2025-11-05 03:05:37,,,文件大小: 2.54MB,2025-10,Wednesday
272,00.066.243 (1),未分类,pending,2025-10-29 16:08:13.472336,2025-11-05 03:05:37,,,文件大小: 1.12MB,2025-10,Wednesday
243,MVIMG_20251017_110009,未分类,pending,2025-10-29 09:43:23.883660,2025-11-05 03:05:37,,,文件大小: 11.79MB,2025-10,Wednesday
245,MVIMG_20251017_110024,未分类,pending,2025-10-29 09:43:22.659826,2025-11-05 03:05:37,,,文件大小: 8.84MB,2025-10,Wednesday
231,MVIMG_20251017_110038,未分类,pending,2025-10-29 09:43:20.489779,2025-11-05 03:05:37,,,文件大小: 5.56MB,2025-10,Wednesday
233,MVIMG_20251017_110048,未分类,pending,2025-10-29 09:43:18.662926,2025-11-05 03:05:37,,,文件大小: 6.76MB,2025-10,Wednesday
238,MVIMG_20251017_110051,未分类,pending,2025-10-29 09:43:18.349977,2025-11-05 03:05:37,,,文件大小: 6.70MB,2025-10,Wednesday
234,MVIMG_20251017_110059,未分类,pending,2025-10-29 09:43:16.681757,2025-11-05 03:05:37,,,文件大小: 8.15MB,2025-10,Wednesday
232,MVIMG_20251017_110115,未分类,pending,2025-10-29 09:43:14.815281,2025-11-05 03:05:37,,,文件大小: 7.08MB,2025-10,Wednesday
239,MVIMG_20251017_110118,未分类,pending,2025-10-29 09:43:14.135144,2025-11-05 03:05:37,,,文件大小: 7.43MB,2025-10,Wednesday
240,MVIMG_20251017_110124,未分类,pending,2025-10-29 09:43:12.508322,2025-11-05 03:05:37,,,文件大小: 7.91MB,2025-10,Wednesday
241,MVIMG_20251017_110130,未分类,pending,2025-10-29 09:43:10.981508,2025-11-05 03:05:37,,,文件大小: 6.72MB,2025-10,Wednesday
237,MVIMG_20251017_110135,未分类,pending,2025-10-29 09:43:08.787021,2025-11-05 03:05:37,,,文件大小: 6.77MB,2025-10,Wednesday
244,MVIMG_20251017_110145,未分类,pending,2025-10-29 09:43:08.634233,2025-11-05 03:05:37,,,文件大小: 7.48MB,2025-10,Wednesday
235,MVIMG_20251017_110139,未分类,pending,2025-10-29 09:43:08.019269,2025-11-05 03:05:37,,,文件大小: 7.86MB,2025-10,Wednesday
106,R-Anchor,未分类,pending,2025-10-14 09:47:41.254636,2025-11-05 03:05:37,,,文件大小: 0.31MB,2025-10,Tuesday
107,T-Head Bolts,未分类,pending,2025-10-14 09:46:03.077784,2025-11-05 03:05:37,,,文件大小: 1.10MB,2025-10,Tuesday
286,SHD401122 - SHD401122,未分类,pending,2025-10-10 15:36:03.166945,2025-11-05 03:05:37,,,文件大小: 0.05MB,2025-10,Friday
358,天丰报价,未分类,pending,2025-10-10 08:42:54.801577,2025-11-05 03:05:37,,,文件大小: 0.08MB,2025-10,Friday
353,temp-5588 - wecom-temp-5588-22b353979551c6ead8ae9419f4ca5dc1,未分类,pending,2025-10-09 15:51:39.547698,2025-11-05 03:05:37,,,文件大小: 0.01MB,2025-10,Thursday
355,IMG_4513,未分类,pending,2025-10-09 14:18:08.110615,2025-11-05 03:05:37,,,文件大小: 0.02MB,2025-10,Thursday
357,IMG_4511,未分类,pending,2025-10-09 14:18:01.425222,2025-11-05 03:05:37,,,文件大小: 0.13MB,2025-10,Thursday
359,IMG_4508,未分类,pending,2025-10-09 14:17:56.012906,2025-11-05 03:05:37,,,文件大小: 0.25MB,2025-10,Thursday
354,IMG_4506,未分类,pending,2025-10-09 14:17:47.686374,2025-11-05 03:05:37,,,文件大小: 0.21MB,2025-10,Thursday
356,IMG_4507,未分类,pending,2025-10-09 14:17:40.185599,2025-11-05 03:05:37,,,文件大小: 0.19MB,2025-10,Thursday
352,IMG_4503,未分类,pending,2025-10-09 13:36:20.852367,2025-11-05 03:05:37,,,文件大小: 0.28MB,2025-10,Thursday
124,ACB 2920 40,未分类,pending,2025-10-07 16:07:00.000000,2025-11-05 03:05:37,,,文件大小: 0.16MB,2025-10,Tuesday
120,ACB 5030N 40,未分类,pending,2025-10-07 16:06:46.000000,2025-11-05 03:05:37,,,文件大小: 0.08MB,2025-10,Tuesday
121,ACB 2815 40,未分类,pending,2025-10-07 16:06:36.000000,2025-11-05 03:05:37,,,文件大小: 0.13MB,2025-10,Tuesday
117,ACB 3817 40,未分类,pending,2025-10-07 16:06:24.000000,2025-11-05 03:05:37,,,文件大小: 0.13MB,2025-10,Tuesday
118,ACB 3823 40,未分类,pending,2025-10-07 16:06:12.000000,2025-11-05 03:05:37,,,文件大小: 0.15MB,2025-10,Tuesday
122,ACB 4022 40,未分类,pending,2025-10-07 16:06:02.000000,2025-11-05 03:05:37,,,文件大小: 0.13MB,2025-10,Tuesday
123,ACB 4022N 40,未分类,pending,2025-10-07 16:05:51.000000,2025-11-05 03:05:37,,,文件大小: 0.14MB,2025-10,Tuesday
119,ACB 5030 40,未分类,pending,2025-10-07 16:05:41.000000,2025-11-05 03:05:37,,,文件大小: 0.15MB,2025-10,Tuesday
125,ACB 5030C 40,未分类,pending,2025-10-07 16:05:29.000000,2025-11-05 03:05:37,,,文件大小: 0.13MB,2025-10,Tuesday
108,A-6x43,未分类,pending,2025-09-30 19:13:14.000000,2025-11-05 03:05:37,,,尺寸: 6x43; 文件大小: 0.03MB,2025-09,Tuesday
109,A-8x78,未分类,pending,2025-09-30 19:12:29.000000,2025-11-05 03:05:37,,,尺寸: 8x78; 文件大小: 0.02MB,2025-09,Tuesday
116,"A-8x88,2",未分类,pending,2025-09-30 19:12:16.000000,2025-11-05 03:05:37,,,尺寸: 8x88; 文件大小: 0.03MB,2025-09,Tuesday
112,"A-9,6x103,5",未分类,pending,2025-09-30 19:11:57.000000,2025-11-05 03:05:37,,,尺寸: 6x103; 文件大小: 0.15MB,2025-09,Tuesday
111,"A-10x72,5",未分类,pending,2025-09-30 19:11:49.000000,2025-11-05 03:05:37,,,尺寸: 10x72; 文件大小: 0.03MB,2025-09,Tuesday
113,"A-10x92,2",未分类,pending,2025-09-30 19:11:42.000000,2025-11-05 03:05:37,,,尺寸: 10x92; 文件大小: 0.03MB,2025-09,Tuesday
110,A-10x99,未分类,pending,2025-09-30 19:11:34.000000,2025-11-05 03:05:37,,,尺寸: 10x99; 文件大小: 0.03MB,2025-09,Tuesday
115,"A-11x102,2",未分类,pending,2025-09-30 19:11:27.000000,2025-11-05 03:05:37,,,尺寸: 11x102; 文件大小: 0.03MB,2025-09,Tuesday
114,"A-11x149,7",未分类,pending,2025-09-30 19:10:54.000000,2025-11-05 03:05:37,,,尺寸: 11x149; 文件大小: 0.03MB,2025-09,Tuesday
349,SAP15207 - SAP15207阳昶精密制造报价单,未分类,pending,2025-09-30 15:09:37.737928,2025-11-05 03:05:37,,,文件大小: 0.07MB,2025-09,Tuesday
321,f1943 - 059f25ea36e8c3b6e92a99a6a10f1943,未分类,pending,2025-09-24 14:39:37.629847,2025-11-05 03:05:37,,,文件大小: 0.98MB,2025-09,Wednesday
325,28504185b8fd4a885cd4e42ba37db9e0,未分类,pending,2025-09-24 14:39:35.759614,2025-11-05 03:05:37,,,文件大小: 0.02MB,2025-09,Wednesday
326,a529674 - b8a529674fe4d20a7c0db17951dd23a6,未分类,pending,2025-09-24 14:39:34.355822,2025-11-05 03:05:37,,,文件大小: 0.12MB,2025-09,Wednesday
324,bcd484666 - 1ba106e0bcd484666b29af24225b0b4e,未分类,pending,2025-09-24 14:39:32.728305,2025-11-05 03:05:37,,,文件大小: 0.03MB,2025-09,Wednesday
323,d8010 - 904d6d8010dd9bd89e309a992dd34ef7,未分类,pending,2025-09-24 14:39:29.691526,2025-11-05 03:05:37,,,文件大小: 0.05MB,2025-09,Wednesday
351,GALBA 6X8,未分类,pending,2025-09-24 09:30:44.000000,2025-11-05 03:05:37,,,尺寸: 6X8; 文件大小: 0.05MB,2025-09,Wednesday
350,GALABA,未分类,pending,2025-09-24 09:30:44.000000,2025-11-05 03:05:37,,,文件大小: 0.12MB,2025-09,Wednesday
322,HEX SCREW SS304 PRICE LIST,screw,pending,2025-09-24 09:15:11.050949,2025-11-05 03:05:37,,,材料: SS; 文件大小: 1.99MB,2025-09,Wednesday
292,20250918 AYA Fasteners quote,未分类,pending,2025-09-18 11:41:07.415370,2025-11-05 03:05:37,,,文件大小: 0.08MB,2025-09,Thursday
291,SET-ANCHOR,未分类,pending,2025-09-18 11:41:04.274504,2025-11-05 03:05:37,,,文件大小: 0.05MB,2025-09,Thursday
218,G250032 - G250032,未分类,pending,2025-09-16 14:13:53.688946,2025-11-05 03:05:37,,,文件大小: 0.64MB,2025-09,Tuesday
389,膨胀,未分类,pending,2025-09-16 09:13:55.558746,2025-11-05 03:05:37,,,文件大小: 0.20MB,2025-09,Tuesday
399,1000369346,未分类,pending,2025-09-16 08:36:08.000000,2025-11-05 03:05:37,,,文件大小: 0.16MB,2025-09,Tuesday
398,1000369347,未分类,pending,2025-09-16 08:36:08.000000,2025-11-05 03:05:37,,,文件大小: 0.23MB,2025-09,Tuesday
397,1000369345,未分类,pending,2025-09-16 08:36:08.000000,2025-11-05 03:05:37,,,文件大小: 0.24MB,2025-09,Tuesday
396,1000369350,未分类,pending,2025-09-16 08:36:08.000000,2025-11-05 03:05:37,,,文件大小: 0.14MB,2025-09,Tuesday
395,1000369344,未分类,pending,2025-09-16 08:36:08.000000,2025-11-05 03:05:37,,,文件大小: 0.24MB,2025-09,Tuesday
394,1000369335,未分类,pending,2025-09-16 08:36:08.000000,2025-11-05 03:05:37,,,文件大小: 0.47MB,2025-09,Tuesday
393,1000369349,未分类,pending,2025-09-16 08:36:08.000000,2025-11-05 03:05:37,,,文件大小: 0.22MB,2025-09,Tuesday
392,1000369348,未分类,pending,2025-09-16 08:36:08.000000,2025-11-05 03:05:37,,,文件大小: 0.15MB,2025-09,Tuesday
391,1000369346,未分类,pending,2025-09-16 08:36:08.000000,2025-11-05 03:05:37,,,文件大小: 0.16MB,2025-09,Tuesday
390,1000369350,未分类,pending,2025-09-16 08:36:08.000000,2025-11-05 03:05:37,,,文件大小: 0.14MB,2025-09,Tuesday
388,1000369348,未分类,pending,2025-09-16 08:36:08.000000,2025-11-05 03:05:37,,,文件大小: 0.15MB,2025-09,Tuesday
21,Sample Photos6,未分类,pending,2025-08-26 17:22:03.873439,2025-11-05 03:05:37,,,文件大小: 0.22MB,2025-08,Tuesday
20,Sample Photos7,未分类,pending,2025-08-26 17:21:55.561351,2025-11-05 03:05:37,,,文件大小: 0.21MB,2025-08,Tuesday
24,Sample Photos1,未分类,pending,2025-08-26 17:17:05.619184,2025-11-05 03:05:37,,,文件大小: 0.10MB,2025-08,Tuesday
16,Sample Photos,未分类,pending,2025-08-26 17:17:04.790310,2025-11-05 03:05:37,,,文件大小: 0.19MB,2025-08,Tuesday
22,Sample Photos2,未分类,pending,2025-08-26 17:17:04.588058,2025-11-05 03:05:37,,,文件大小: 0.58MB,2025-08,Tuesday
23,Sample Photos3,未分类,pending,2025-08-26 17:17:04.472120,2025-11-05 03:05:37,,,文件大小: 0.45MB,2025-08,Tuesday
18,Sample Photos4,未分类,pending,2025-08-26 17:12:05.923253,2025-11-05 03:05:37,,,文件大小: 0.58MB,2025-08,Tuesday
19,Sample Photos5,未分类,pending,2025-08-26 17:11:50.069599,2025-11-05 03:05:37,,,文件大小: 0.45MB,2025-08,Tuesday
17,SAP14893 - SAP14893 阳昶精密制造报价单,未分类,pending,2025-08-26 16:56:45.226984,2025-11-05 03:05:37,,,文件大小: 0.08MB,2025-08,Tuesday
